TAG_CAT;TAG_ID;TAG_NAME;TAG_CNT;FR_ID;MAL_ID;MAL_NAME;MAL_CNT
3;29;touhou;604240;29;9875;Anime Tenchou x Touhou Project;10516
3;18;original;395086;;;;
3;1231860;kantai_collection;300356;1231860;21511;Kantai Collection: KanColle;141236
3;662939;fate_(series);127659;662939;;;
3;2831;idolmaster;103339;2831;10278;The iDOLM@STER;102438
3;385445;vocaloid;85897;385445;;;
3;1283444;fate/grand_order;70642;662939;34321;Fate/Grand Order: First Order;68559
3;659061;idolmaster_cinderella_girls;61451;2831;23587;The iDOLM@STER Cinderella Girls;46440
3;2999;pokemon;56394;2999;527;Pokemon;298374
3;592923;mahou_shoujo_madoka_magica;50470;592923;9756;Mahou Shoujo MadokaMagica;635296
3;635352;love_live!;34944;635352;15051;Love Live! School Idol Project;233332
3;464822;precure;33122;464822;;;
3;547302;pokemon_(game);30552;2999;;;
3;1441351;idolmaster_(classic);30312;2831;;;
3;480701;jojo_no_kimyou_na_bouken;28827;480701;14719;JoJo no Kimyou na Bouken (TV);339574
3;687973;girls_und_panzer;28140;687973;14131;Girls & Panzer;147291
3;5;fate/stay_night;26913;662939;356;Fate/stay night;499055
3;592975;love_live!_school_idol_project;26088;635352;19111;Love Live! School Idol Project 2nd Season;138715
3;7525;final_fantasy;24491;7525;426;Final Fantasy;11697
3;475152;k-on!;23488;475152;5680;K-On!;500389
3;13133;fire_emblem;22340;13133;2782;Fire Emblem;7292
3;1267600;granblue_fantasy;21659;1267600;31629;Granblue Fantasy The Animation;81147
3;1431357;azur_lane;21474;;38328;Azur Lane;41253
3;527593;lyrical_nanoha;21399;527593;76;Mahou Shoujo Lyrical Nanoha;73400
3;76;gundam;21309;76;3288;Gundam Evolve;7233
3;9522;suzumiya_haruhi_no_yuuutsu;20029;9522;849;Suzumiya Haruhi no Yuuutsu;542064
3;1318624;kemono_friends;18796;1318624;33089;Kemono Friends;45894
3;1379643;world_witches_series;18681;11797;;;
3;11485;persona;18059;11485;;;
3;12658;neon_genesis_evangelion;16190;12658;30;Neon Genesis Evangelion;641101
3;395913;to_aru_majutsu_no_index;15223;395913;4654;Toaru Majutsu no Index;407837
3;11797;strike_witches;14033;11797;3667;Strike Witches;115592
3;381650;fate/zero;13836;662939;10087;Fate/Zero;666060
3;1303004;touken_ranbu;13305;1303004;33023;Touken Ranbu: Hanamaru;49917
3;1324674;girls_frontline;13034;;;;
3;513317;fate/extra;12922;662939;33047;Fate/Extra: Last Encore;75604
3;3059;street_fighter;12031;3059;876;Street Fighter II V;16852
3;1295739;overwatch;11479;;;;
3;571639;tales_of_(series);11144;571639;;;
3;1231245;kill_la_kill;11032;;18679;Kill la Kill;761708
3;379178;lucky_star;10718;379178;1887;LuckyStar;379458
3;7446;mahou_shoujo_lyrical_nanoha;10650;527593;;;
3;126800;code_geass;10408;126800;1575;Code Geass: Hangyaku no Lelouch;986897
3;646849;fate/apocrypha;10283;662939;34662;Fate/Apocrypha;174573
3;709959;inazuma_eleven_(series);10089;709959;5231;Inazuma Eleven;69544
3;575806;league_of_legends;9962;575806;;;
3;17035;mahou_shoujo_lyrical_nanoha_strikers;9885;527593;1915;Mahou Shoujo Lyrical Nanoha StrikerS;40381
3;401223;blazblue;9610;401223;18767;BlazBlue: Alter Memory;64469
3;668121;monogatari_(series);9505;668121;17074;Monogatari Series: Second Season;303614
3;537271;sword_art_online;9230;537271;11757;Sword Art Online;1301616
3;405195;persona_4;9081;11485;10588;Persona 4 the Animation;167555
3;383606;umineko_no_naku_koro_ni;9056;383606;4896;Umineko no Naku Koro ni;149285
3;1309317;love_live!_sunshine!!;9026;635352;32526;Love Live! Sunshine!!;86104
3;6226;rozen_maiden;8976;6226;64;Rozen Maiden;148187
3;1471829;naruto_(series);8919;1471829;;;
3;528471;mario_(series);8865;528471;;;
3;465517;tengen_toppa_gurren_lagann;8863;465517;2001;Tengen Toppa Gurren Lagann;787535
3;398209;the_legend_of_zelda;8819;398209;;;
3;1354782;pokemon_sm;8526;2999;34034;Pokemon Sun & Moon;28281
3;515681;bishoujo_senshi_sailor_moon;8464;515681;530;Bishoujo Senshi Sailor Moon;183151
3;407852;to_aru_kagaku_no_railgun;8414;395913;6213;Toaru Kagaku no Railgun;293328
3;657790;smile_precure!;8256;464822;12191;Smile Precure!;14616
3;863718;idolmaster_million_live!;7976;2831;29801;The iDOLM@STER Million Live! 1st Anniversary PV;1972
3;706709;danganronpa;7764;706709;16592;Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation;421293
3;8574;dragon_quest;7636;8574;;;
3;8038;higurashi_no_naku_koro_ni;7510;8038;934;Higurashi no Naku Koro ni;452086
3;1292897;neptune_(series);7467;1292897;;;
3;3105;naruto;7433;1471829;20;Naruto;980265
3;1500438;splatoon_(series);7320;1500438;89995;;
3;815229;gochuumon_wa_usagi_desu_ka?;7121;815229;21273;Gochuumon wa Usagi desu ka?;122449
3;617243;tiger_&_bunny;7040;;9941;Tiger & Bunny;137864
3;604625;shingeki_no_kyojin;7021;;16498;Shingeki no Kyojin;1345842
3;540387;yuu-gi-ou;6948;540387;550;YuGiOh!;117851
3;464995;dragon_ball;6835;464995;223;Dragon Ball;444597
3;727448;touhou_(pc-98);6683;29;9874;Touhou Niji Sousaku Doujin Anime: Musou Kakyou;23374
3;525;macross;6679;525;1088;Macross;58501
3;1333464;re:zero_kara_hajimeru_isekai_seikatsu;6609;;31240;Re:Zero kara Hajimeru Isekai Seikatsu;720575
3;492174;ore_no_imouto_ga_konna_ni_kawaii_wake_ga_nai;6540;492174;13659;Ore no Imouto ga Konnani Kawaii Wake ga Nai.;260048
3;341;saki;6504;341;5671;Saki;64971
3;608932;inazuma_eleven_go;6424;709959;10507;Inazuma Eleven Go;29046
3;8035;guilty_gear;6403;8035;;;
3;1302748;fire_emblem_if;6370;13133;;;
3;8027;to_heart_2;6104;8134;471;To Heart 2;15606
3;8875;one_piece;6075;8875;21;One Piece;720133
3;476461;the_king_of_fighters;6018;476461;35204;The King of Fighters: Destiny;1778
3;581558;pokemon_bw;6004;2999;9107;Pokemon Best Wishes!;44997
3;728081;rwby;5993;728081;;;
3;15060;persona_3;5947;11485;24543;Persona 3 the Movie 3: Falling Down;32435
3;24;tsukihime;5911;24;;;
3;642967;fate/extra_ccc;5814;662939;;;
3;1402258;fire_emblem_heroes;5741;13133;;;
3;458021;super_mario_bros.;5596;528471;;;
3;383680;vampire_(game);5525;;11031;Vampire;3407
3;479549;rebuild_of_evangelion;5483;12658;31;Neon Genesis Evangelion: Death & Rebirth;121923
3;409161;bakemonogatari;5335;668121;5081;Bakemonogatari;663591
3;7447;mahou_shoujo_lyrical_nanoha_a's;5271;527593;77;Mahou Shoujo Lyrical Nanoha A;47870
3;547419;yuru_yuri;5178;547419;10495;Yuru Yuri;199097
3;388861;rockman;5147;388861;;;
3;672608;fire_emblem:_kakusei;5078;13133;;;
3;395969;macross_frontier;5018;525;3572;Macross F;109148
3;474471;little_busters!;4953;474471;13655;Little Busters!;175117
3;1439950;splatoon_1;4940;1500438;;;
3;112;clannad;4915;112;2167;Clannad;739894
3;547303;pokemon_(anime);4905;2999;;;
3;8028;ragnarok_online;4880;8028;;;
3;384569;gundam_00;4850;76;;;
3;716716;dokidoki!_precure;4756;464822;16419;Dokidoki! Precure;10046
3;418817;axis_powers_hetalia;4740;418817;5060;Hetalia Axis Powers;173776
3;504690;to_love-ru;4711;504690;3455;To LOVE-Ru;321456
3;1394832;nier_(series);4710;1394832;;;
3;376302;kamen_rider;4655;376302;;;
3;7516;final_fantasy_vii;4643;7525;408;Final Fantasy VII: Last Order;52990
3;656064;high_school_dxd;4640;656064;11617;High School DxD;587381
3;1625;bleach;4626;1625;269;Bleach;819284
3;418119;black_rock_shooter;4613;418119;11285;BlackRock Shooter (TV);245436
3;399932;pixiv_fantasia;4583;399932;;;
3;1336966;idolmaster_cinderella_girls_starlight_stage;4576;2831;;;
3;549735;heartcatch_precure!;4532;464822;7645;Heartcatch Precure!;16447
3;376472;monster_hunter;4457;376472;;;
3;407621;queen's_blade;4390;407621;4719;Queen Blade: Rurou no Senshi;61847
3;525628;angel_beats!;4370;;6547;Angel Beats!;1010771
3;698622;puzzle_&_dragons;4370;698622;37096;Puzzle & Dragon;438
3;1292950;boku_no_hero_academia;4367;1292950;31964;Boku no Hero Academia;763973
3;1337483;nier_automata;4333;1394832;;;
3;464998;dragon_ball_z;4268;464995;813;Dragon Ball Z;534974
3;619321;senran_kagura;4259;619321;15119;Senran Kagura;74140
3;1436498;darling_in_the_franxx;4234;;35849;Darling in the FranXX;276912
3;705938;mahou_shoujo_madoka_magica_movie;4215;592923;11977;Mahou Shoujo MadokaMagica Movie 1: Hajimari no Monogatari;115228
3;465231;cardcaptor_sakura;4214;465231;232;Cardcaptor Sakura;237669
3;376747;nitroplus;4128;;;;
3;452550;inazuma_eleven;4092;709959;;;
3;1492638;new_super_mario_bros._u_deluxe;4057;528471;;;
3;406442;elsword;3997;;32613;Elsword: El-ui Yeoin;16240
3;1503961;warship_girls_r;3956;;;;
3;555228;panty_&_stocking_with_garterbelt;3954;;8795;Panty & Stocking with Garterbelt;206721
3;15410;phantasy_star;3949;15410;31223;Phantasy Star Online 2 The Animation;43504
3;1440438;idolmaster_1;3944;2831;;;
3;3253;megami;3872;;;;
3;1254756;kono_subarashii_sekai_ni_shukufuku_wo!;3762;;30831;Kono Subarashii Sekai ni Shukufuku wo!;580873
3;1334854;osomatsu-san;3719;508040;31174;Osomatsu-san;97956
3;1465896;aikatsu!_(series);3719;1465896;;;
3;477170;os-tan;3698;;;;
3;663180;senki_zesshou_symphogear;3597;663180;11751;Senki Zesshou Symphogear;63699
3;8064;dead_or_alive;3596;8064;;;
3;593803;suite_precure;3550;464822;9893;Suite Precure;8962
3;508040;osomatsu-kun;3492;508040;9884;Osomatsu-kun;2038
3;1285847;dungeon_ni_deai_wo_motomeru_no_wa_machigatteiru_darou_ka;3490;1285847;28121;Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka;563323
3;521761;voiceroid;3481;385445;;;
3;1238750;gundam_build_fighters;3480;76;19319;Gundam Build Fighters;42193
3;1837;disgaea;3477;1837;860;Makai Senki Disgaea;34064
3;699337;kagerou_project;3472;699337;;;
3;569558;fate/kaleid_liner_prisma_illya;3448;662939;14829;Fate/kaleid liner PrismaIllya;143884
3;530753;infinite_stratos;3435;530753;9041;IS: Infinite Stratos;339292
3;509813;skullgirls;3423;509813;;;
3;433036;super_smash_bros.;3401;433036;;;
3;8055;super_robot_wars;3389;8055;;;
3;510190;mahou_sensei_negima!;3352;;157;Mahou Sensei Negima!;95850
3;490556;final_fantasy_xiv;3332;7525;;;
3;1308754;flower_knight_girl;3267;;;;
3;7582;maria-sama_ga_miteru;3236;;158;Maria-sama ga Miteru;40592
3;436082;amagami;3223;;8676;Amagami SS;202438
3;659065;phantasy_star_online_2;3202;15410;39506;Phantasy Star Online 2: Episode Oracle;7354
3;508151;steins_gate;3190;508151;9253;Steins_Gate;1010330
3;713157;aikatsu!;3180;1465896;15061;Aikatsu!;22822
3;1262212;eromanga_sensei;3171;;32901;Eromanga-sensei;253108
3;1246634;danganronpa_1;3135;706709;;;
3;549103;boku_wa_tomodachi_ga_sukunai;3073;;10719;Boku wa Tomodachi ga Sukunai;441348
3;9952;zero_no_tsukaima;3044;9952;1195;Zero no Tsukaima;461841
3;667628;pokemon_dppt;2972;2999;;;
3;662470;chuunibyou_demo_koi_ga_shitai!;2964;662470;14741;Chuunibyou demo Koi ga Shitai!;561998
3;11964;gintama;2951;;918;Gintama;459031
3;7519;final_fantasy_xi;2947;7525;;;
3;462125;toradora!;2936;;4224;Toradora!;910373
3;8585;marvel;2932;;34975;Marvel Future Avengers;1699
3;673253;pokemon_bw2;2899;2999;14093;Pokemon Best Wishes! Season 2;27036
3;378119;steel_ball_run;2894;480701;;;
3;471205;fullmetal_alchemist;2875;471205;121;Fullmetal Alchemist;791812
3;605805;monster_girl_encyclopedia;2830;;;;
3;597823;real_life;2819;;;;
3;404144;tales_of_vesperia;2807;571639;;;
3;1394886;kobayashi-san_chi_no_maidragon;2792;;33206;Kobayashi-san Chi no Maid Dragon;345552
3;1465840;xenoblade_(series);2783;1465840;561528;;
3;680772;shingeki_no_bahamut;2782;680772;21843;Shingeki no Bahamut: Genesis;233210
3;4017;metroid;2755;4017;;;
3;808104;persona_5;2746;11485;36023;Persona 5 the Animation;88444
3;430860;naruto_shippuuden;2703;1471829;1735;Naruto: Shippuuden;794112
3;13110;snk;2628;;;;
3;581557;pokemon_hgss;2581;2999;;;
3;8063;gundam_seed;2577;76;93;Mobile Suit Gundam SEED;113930
3;383901;sayonara_zetsubou_sensei;2565;;2605;Sayonara Zetsubou Sensei;213583
3;7538;fate/hollow_ataraxia;2564;662939;;;
3;455505;working!!;2563;455505;6956;Working!!;251591
3;455466;fresh_precure!;2559;464822;5684;Fresh Precure!;8777
3;722478;pokemon_xy;2553;2999;19291;Pokemon XY;48383
3;1471931;ssss.gridman;2539;1471931;35847;SSSS.Gridman;4891
3;1325856;the_legend_of_zelda:_twilight_princess;2531;398209;;;
3;1382796;yuri!!!_on_ice;2519;;32995;Yuri!!! on Ice;280153
3;9412;alice_in_wonderland;2516;9412;2572;Fushigi no Kuni no Alice;1914
3;618119;atelier_(series);2513;618119;;;
3;458993;hayate_no_gotoku!;2482;458993;2026;Hayate no Gotoku!;153958
3;1259288;happinesscharge_precure!;2457;464822;21407;Happiness Charge Precure!;6227
3;1241977;super_danganronpa_2;2429;706709;34152;Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono;31844
3;948186;koha-ace;2423;662939;;;
3;6074;tekken;2420;6074;537;Tekken;11094
3;1242463;houseki_no_kuni;2402;;19581;Houseki no Kuni;6707
3;9516;hidamari_sketch;2402;;1852;Hidamari Sketch;51754
3;1232735;guilty_gear_xrd;2398;8035;;;
3;575026;fire_emblem:_rekka_no_ken;2362;13133;;;
3;22;kanon;2347;22;144;Kanon;47171
3;620408;sword_girls;2343;;;;
3;1285361;love_live!_school_idol_festival;2313;635352;;;
3;648059;m.u.g.e.n;2304;;;;
3;7556;shakugan_no_shana;2301;7556;355;Shakugan no Shana;363446
3;1424374;xenoblade_2;2289;1465840;;;
3;716906;little_witch_academia;2248;716906;14349;Little Witch Academia;185095
3;1266996;sennen_sensou_aigis;2237;;;;
3;575025;fire_emblem:_monshou_no_nazo;2237;13133;;;
3;394062;spice_and_wolf;2236;394062;2966;Ookami to Koushinryou;442354
3;565503;monster_musume_no_iru_nichijou;2224;565503;30307;Monster Musume no Iru Nichijou;298139
3;874623;stardust_crusaders;2220;480701;20899;JoJo no Kimyou na Bouken: Stardust Crusaders;224374
3;684875;yuu-gi-ou_duel_monsters;2207;540387;481;YuGiOh! Duel Monsters;184580
3;8529;digimon;2201;8529;8624;Digimon Xros Wars;28164
3;1268181;idolmaster_side-m;2200;2831;;;
3;1076592;metal_gear_(series);2171;1076592;;;
3;611574;hyouka;2170;;12189;Hyouka;530071
3;403436;sekaiju_no_meikyuu;2153;403436;;;
3;654767;date_a_live;2136;;15583;Date A Live;432940
3;421379;shinryaku!_ikamusume;2135;;8557;Shinryaku! Ika Musume;120108
3;1377868;bang_dream!;2132;;33573;BanG Dream!;21310
3;1296142;oshiro_project;2128;1296142;;;
3;1297205;go!_princess_precure;2116;464822;28669;Go! Princess Precure;7454
3;8049;samurai_spirits;2106;;839;Samurai Spirits 2: Asura Zanmaden;1553
3;804089;one-punch_man;2076;;30276;One Punch Man;1020754
3;465928;soulcalibur;2073;465928;;;
3;670055;watashi_ga_motenai_no_wa_dou_kangaetemo_omaera_ga_warui!;2069;;16742;Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!;355582
3;11984;kara_no_kyoukai;2045;;6954;Kara no Kyoukai 8: Shuushou;58313
3;662752;fate/prototype;2037;662939;12565;Fate/Prototype;60671
3;534267;durarara!!;2017;534267;6746;Durarara!!;745291
3;466116;futari_wa_precure;2010;464822;603;Futari wa Precure;23056
3;463473;shinrabanshou;2004;;24719;Shinrabanshou: Tenchi Shinmei no Shou;451
3;663033;evangelion:_3.0_you_can_(not)_redo;2004;12658;3785;Evangelion: 3.0 You Can (Not) Redo;176857
3;7523;final_fantasy_tactics;1991;7525;;;
3;9219;melty_blood;1991;24;;;
3;448903;nichijou;1981;;10165;Nichijou;377617
3;428188;pokemon_special;1977;2999;;;
3;9519;kingdom_hearts;1973;9519;;;
3;1232060;ano_hi_mita_hana_no_namae_wo_bokutachi_wa_mada_shiranai.;1971;;9989;Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.;661053
3;14907;fatal_fury;1958;14907;504;Fatal Fury: The Motion Picture;8338
3;382063;yes!_precure_5;1957;464822;1932;Yes! Precure 5;8241
3;599073;nisemonogatari;1955;668121;11597;Nisemonogatari;360491
3;516178;idolmaster_dearly_stars;1945;2831;;;
3;8363;resident_evil;1926;8363;31853;Biohazard: Vendetta;9558
3;1359041;oshiro_project_re;1925;1296142;;;
3;1391751;street_fighter_iv_(series);1924;3059;;;
3;440484;kirby_(series);1917;440484;2390;Hoshi no Kirby;14308
3;575023;fire_emblem:_souen_no_kiseki;1914;13133;;;
3;382779;darker_than_black;1904;;6573;Darker than Black: Ryuusei no Gemini;273344
3;7986;final_fantasy_iv;1899;7525;;;
3;1459169;idolmaster_shiny_colors;1895;2831;;;
3;1282177;gundam_build_fighters_try;1884;76;24625;Gundam Build Fighters Try;24272
3;7522;final_fantasy_vi;1866;7525;;;
3;628776;guilty_crown;1861;628776;10793;Guilty Crown;637375
3;1334047;undertale;1860;;;;
3;492522;azumanga_daiou;1858;492522;66;Azumanga Daioh;203314
3;596126;tales_of_xillia;1851;571639;;;
3;1300727;hibike!_euphonium;1845;1300727;27989;Hibike! Euphonium;203942
3;1279864;youkai_watch;1840;1279864;19157;Youkai Watch;11332
3;149514;dragon_quest_iii;1830;8574;;;
3;7574;galaxy_angel;1826;7574;383;Galaxy Angel;19871
3;81269;dc_comics;1804;;;;
3;419908;ranma_1/2;1797;;210;Ranma ;134537
3;1462527;nijisanji;1795;1462527;;;
3;177;pangya;1779;;;;
3;207850;wild_arms;1779;207850;347;Wild Arms: Twilight Venom;5437
3;628385;aoki_hagane_no_arpeggio;1775;;18893;Aoki Hagane no Arpeggio: Ars Nova;105762
3;1274043;pokemon_oras;1772;2999;;;
3;8062;gundam_seed_destiny;1768;76;94;Mobile Suit Gundam SEED Destiny;75268
3;7564;transformers;1766;7564;928;Transformers Galaxy Force;3390
3;1373660;brave_witches;1760;11797;32866;Brave Witches;34499
3;441430;utau;1757;;;;
3;1401359;splatoon_2;1731;1500438;;;
3;1477092;senran_kagura_shoujo-tachi_no_shin'ei;1731;619321;;;
3;637268;pokemon_rse;1724;2999;;;
3;628569;dragon's_crown;1723;;;;
3;1278327;aldnoah.zero;1719;;22729;Aldnoah.Zero;323603
3;566205;idolmaster_2;1694;2831;;;
3;410832;aria;1682;;477;Aria The Animation;95917
3;717113;saenai_heroine_no_sodatekata;1675;;23277;Saenai Heroine no Sodatekata;262774
3;841485;yahari_ore_no_seishun_lovecome_wa_machigatteiru.;1671;;14813;Yahari Ore no Seishun Love Comedy wa Machigatteiru.;523671
3;653376;battle_tendency;1669;480701;;;
3;690973;project_diva_(series);1664;385445;;;
3;507426;love_plus;1661;507426;;;
3;762439;amagi_brilliant_park;1650;;22147;Amagi Brilliant Park;313113
3;644654;kyoukaisenjou_no_horizon;1646;644654;10456;Kyoukaisenjou no Horizon;116384
3;42559;kannagi;1642;;3958;Kannagi;109171
3;479550;evangelion:_2.0_you_can_(not)_advance;1636;12658;3784;Evangelion: 2.0 You Can (Not) Advance;235868
3;386667;koihime_musou;1626;386667;4262;KoihimeMusou;36426
3;1888;nintendo;1624;;;;
3;625;ikkitousen;1623;625;257;Ikkitousen;104389
3;515532;persona_3_portable;1619;11485;;;
3;231;air;1618;;101;Air;215538
3;407237;fairy_tail;1605;;6702;Fairy Tail;818652
3;8849;capcom;1603;;;;
3;497821;god_eater;1582;497821;27631;God Eater;280523
3;575561;utawareru_mono;1580;575561;856;Utawarerumono;111873
3;474421;my-hime;1575;474421;98;Mai-HiME;86053
3;1269640;souls_(from_software);1574;645353;;;
3;636860;fire_emblem:_fuuin_no_tsurugi;1567;13133;;;
3;9672;final_fantasy_ix;1566;7525;;;
3;1325849;the_legend_of_zelda:_ocarina_of_time;1565;398209;;;
3;5533;puyopuyo;1557;5533;19009;Puyo Puyo: Madou Monogatari;258
3;606;mabinogi;1551;606;;;
3;1365230;sword_art_online:_code_register;1537;537271;;;
3;1237160;new_game!;1533;;31953;New Game!;199097
3;480984;tales_of_graces;1530;571639;;;
3;581556;pokemon_frlg;1511;2999;;;
3;432319;gyakuten_saiban;1509;432319;31630;Gyakuten Saiban: Sono Shinjitsu, Igi Ari!;76934
3;653008;saki_achiga-hen;1507;341;10884;Saki Achiga-hen: Episode of Side-A;25809
3;1371357;the_legend_of_zelda:_breath_of_the_wild;1500;398209;;;
3;1500404;pretty_(series);1498;1500404;;;
3;542541;rockman_(classic);1498;388861;;;
3;575024;fire_emblem:_akatsuki_no_megami;1498;13133;;;
3;404756;seiken_densetsu;1490;404756;;;
3;408179;yume_nikki;1490;408179;;;
3;400925;soul_eater;1482;400925;3588;Soul Eater;791551
3;716374;tamako_market;1472;716374;16417;Tamako Market;176460
3;1258441;tokyo_7th_sisters;1469;;;;
3;1229694;free!;1460;1229694;18507;Free!;354642
3;484284;nyantype;1455;;;;
3;614941;magi_the_labyrinth_of_magic;1453;;14513;Magi: The Labyrinth of Magic;467663
3;560663;eiyuu_densetsu;1445;560663;5251;Angel Densetsu;14989
3;515016;dungeon_and_fighter;1443;;;;
3;480536;pani_poni_dash!;1442;;490;Paniponi Dash!;44171
3;605665;to_love-ru_darkness;1437;504690;13663;To LOVE-Ru Darkness;189198
3;8399;star_ocean;1435;8399;1005;Star Ocean EX;9926
3;416978;suzumiya_haruhi_no_shoushitsu;1433;9522;7311;Suzumiya Haruhi no Shoushitsu;323704
3;550395;lawson;1424;1231860;;;
3;1342927;new_danganronpa_v3;1419;706709;;;
3;14508;final_fantasy_v;1418;7525;;;
3;409524;senjou_no_valkyria;1406;409524;5507;Senjou no Valkyria;94766
3;1374968;pokemon_go;1400;2999;;;
3;10366;gegege_no_kitarou;1396;;37140;Gegege no Kitarou (2018);17157
3;208;muvluv;1396;208;;;
3;13429;dragon_quest_iv;1390;8574;;;
3;605056;dog_days;1390;;10155;Dog Days;122930
3;699453;inazuma_eleven_go_chrono_stone;1384;709959;13261;Inazuma Eleven Go: Chrono Stone;19456
3;8493;tales_of_the_abyss;1382;571639;4884;Tales of the Abyss;90232
3;8374;ar_tonelico;1375;8374;1202;Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo;11319
3;5649;disney;1367;5649;;;
3;667630;pokemon_rgby;1366;2999;;;
3;661043;puchimasu!;1348;2831;15649;Puchimas!: Petit iDOLM@STER;10701
3;12692;breath_of_fire;1346;12692;;;
3;565808;my_little_pony;1345;565808;;;
3;1298682;street_fighter_v;1344;3059;;;
3;522742;eureka_seven_(series);1344;522742;237;Eureka Seven;305772
3;10555;black_lagoon;1326;;889;Black Lagoon;449033
3;438218;kami_nomi_zo_shiru_sekai;1326;;8525;Kami nomi zo Shiru Sekai;365177
3;716582;phantom_blood;1325;480701;3603;JoJo no Kimyou na Bouken: Phantom Blood;15282
3;1248183;nagi_no_asukara;1321;;16067;Nagi no Asukara;312990
3;9670;final_fantasy_x;1321;7525;;;
3;1257907;frozen_(disney);1318;5649;;;
3;1465504;cinderella_girls_gekijou;1311;2831;34257;Cinderella Girls Gekijou;10157
3;1392476;yurucamp;1310;;34798;Yuru Camp;111440
3;667629;pokemon_gsc;1297;2999;;;
3;13925;dragon_quest_v;1292;8574;;;
3;444256;yotsubato!;1286;;;;
3;712844;vividred_operation;1282;;14283;Vividred Operation;52399
3;744132;stone_ocean;1281;480701;;;
3;384714;mobile_suit_gundam;1274;76;80;Mobile Suit Gundam;66929
3;474417;my-otome;1272;474417;99;Mai-Otome;40454
3;464655;eureka_seven;1264;522742;;;
3;562613;haiyore!_nyaruko-san;1262;;11785;Haiyore! Nyaruko-san;205379
3;246828;arcana_heart;1260;246828;;;
3;381768;hunter_x_hunter;1253;;136;Hunter x Hunter;229341
3;606564;my_little_pony_friendship_is_magic;1245;565808;;;
3;1342582;taimanin_(series);1242;1342582;3479;Taimanin Asagi;10658
3;604935;gensou_suikoden;1242;604935;;;
3;424629;fate/unlimited_codes;1233;662939;;;
3;8134;to_heart;1225;8134;472;To Heart;18804
3;1241980;kin-iro_mosaic;1224;;16732;Kiniro Mosaic;106569
3;1276229;fate/prototype:_fragments_of_blue_and_silver;1224;662939;;;
3;1292018;dagashi_kashi;1223;;31636;Dagashi Kashi;220139
3;604312;cardfight!!_vanguard;1221;604312;9539;Cardfight!! Vanguard;30986
3;575022;fire_emblem:_seisen_no_keifu;1218;13133;;;
3;8762;ghost_in_the_shell;1215;8762;43;Ghost in the Shell;329663
3;334;xenosaga;1213;334;184;Xenosaga The Animation;15400
3;434233;luigi's_mansion;1213;528471;;;
3;548969;tera_online;1210;;;;
3;381670;kimi_kiss;1196;381670;2927;Kimikiss Pure Rouge;67070
3;680145;ib;1189;;;;
3;726762;gekkan_shoujo_nozaki-kun;1188;;23289;Gekkan Shoujo Nozaki-kun;419727
3;16133;summon_night;1182;16133;;;
3;1288042;poptepipic;1175;;35330;Poputepipikku;98922
3;634026;dengeki_moeou;1175;;;;
3;1367578;ryuuou_no_oshigoto!;1169;;35905;Ryuuou no Oshigoto!;61630
3;1393943;pokemon_sm_(anime);1169;2999;;;
3;673819;shining_(series);1169;673819;;;
3;385966;busou_shinki;1168;;14237;Busou Shinki;28632
3;633032;mawaru_penguindrum;1152;;10721;Mawaru Penguindrum;191584
3;1294431;cookie_(touhou);1150;29;;;
3;591;beatmania;1145;591;;;
3;1372933;shadowverse;1140;;;;
3;8694;tales_of_symphonia;1136;571639;1731;Tales of Symphonia The Animation: Sylvarant-hen;40723
3;1427897;princess_principal;1124;1427897;35240;Princess Principal;92722
3;575027;fire_emblem:_seima_no_kouseki;1123;13133;;;
3;479174;mahou_shoujo_lyrical_nanoha_vivid;1121;527593;25939;Mahou Shoujo Lyrical Nanoha ViVid;16324
3;7620;quiz_magic_academy;1116;7620;5080;Quiz Magic Academy: The Original Animation;8102
3;387610;minami-ke;1113;;2963;Minami-ke;124474
3;1308508;overlord_(maruyama);1110;1308508;29803;Overlord;475885
3;483035;shuffle!;1100;483035;79;Shuffle!;190780
3;626017;jojolion;1100;480701;;;
3;8085;seiken_densetsu_3;1096;404756;;;
3;1257855;sekai_seifuku:_bouryaku_no_zvezda;1087;;20973;Sekai Seifuku: Bouryaku no Zvezda;91844
3;472704;katekyo_hitman_reborn!;1079;472704;1604;Katekyo Hitman Reborn!;332312
3;1490002;honkai_(series);1078;1490002;;;
3;1402275;fire_emblem_echoes:_mou_hitori_no_eiyuuou;1075;13133;;;
3;1257544;yuu-gi-ou_arc-v;1073;540387;21639;YuGiOh! Arc-V;27499
3;1439830;diamond_wa_kudakenai;1070;480701;31933;JoJo no Kimyou na Bouken: Diamond wa Kudakenai;181435
3;1335689;gundam_tekketsu_no_orphans;1069;76;;;
3;10396;little_red_riding_hood;1061;606879;;;
3;454253;mother_(game);1059;454253;;;
3;1290375;pripara;1058;1500404;23135;PriPara;11138
3;542527;kill_me_baby;1053;;11079;Kill Me Baby;70323
3;8067;da_capo;1050;8067;;;
3;1246947;show_by_rock!!;1049;;27441;Show By Rock!!;45202
